微博	0.0483
宝宝	0.0451
真的	0.0415
可爱	0.0388
哈哈哈	0.0368
99	0.0368
转发	0.0357
权步	0.0308
喜欢	0.0298
啊啊啊	0.0283
好看	0.0279
期待	0.0252
超话	0.0240
好帅	0.0234
好美	0.0228
这个	0.0215
致敬	0.0199
回复	0.0198
演唱会	0.0196
分享	0.0187
就是	0.0187
晚安	0.0178
这么	0.0169
自己	0.0164
感觉	0.0162
千玺	0.0161
快乐	0.0159
生日快乐	0.0154
哈哈哈哈	0.0154
幸福	0.0153
